AgeMaison,Quartier_Target,Indicateur_Confort,Chambres_par_Superficie,LoyerMensuel_Log1
14.0,0.0020293031373026,2,0.021261516654854713,14.000981317476556
33.0,0.0019983214100155,4,0.019502681618722574,14.436004246562709
40.0,0.0020293031373026,3,0.023612750885478158,14.77102238760702
4.0,0.0021815008726003,3,0.019149751053236307,14.024121013581148
3.0,0.0020612606670239,3,0.022614201718679332,14.653495472896502
34.0,0.0104279347496862,4,0.02025658338960162,13.295168126027242
18.0,0.0104279347496862,2,0.021231422505307854,12.08517539072322
37.0,0.0019983214100155,3,0.01893222264293828,14.57514935113633
15.0,0.0021815008726003,4,0.029222676797194622,13.963984871952622
34.0,0.0020293031373026,2,0.024330900243309,13.187480481130708
2.0,0.0020293031373026,1,0.021253985122210415,13.674688654028287
23.0,0.0021815008726003,2,0.027739251040221916,13.02477039398539
33.0,0.0021282935342442,2,0.02518891687657431,12.808466000321513
29.0,0.0104279347496862,4,0.0156128024980484,13.449673772233156
38.0,0.0020136931131695,2,0.021567217828900073,13.234965012760272
12.0,0.0104279347496862,0,0.020366598778004074,11.821512498101905
7.0,0.0016361256544502,2,0.027700831024930747,13.082998653882052
5.0,0.0019983214100155,3,0.020824656393169515,14.77102238760702
38.0,0.0019983214100155,2,0.021731256791017745,14.420407776623064
21.0,0.0019983214100155,3,0.02134471718249733,14.77102238760702
39.0,0.0016361256544502,3,0.020607934054611025,14.005072506413722
37.0,0.0020612606670239,3,0.021358393848782572,14.77102238760702
20.0,0.0021634719397689,3,0.012642225031605564,13.723288903750756
25.0,0.0016361256544502,3,0.02220988339811216,14.04043412411168
25.0,0.0021998328127062,4,0.02292526364053187,14.097983586875252
33.0,0.0016361256544502,3,0.018393623543838136,13.995640548363305
30.0,0.0020451570680628,4,0.01903855306996668,14.02222793534273
20.0,0.0019983214100155,3,0.019569471624266144,13.76261387357055
17.0,0.0020136931131695,4,0.019588638589618023,13.218689404697196
32.0,0.0016361256544502,1,0.05471956224350206,12.66753048833827
1.0,0.0020612606670239,2,0.08492569002123142,13.843775319412574
12.0,0.0020136931131695,4,0.020754064337599444,13.838242224766336
20.0,0.0021282935342442,1,0.0058445353594389245,12.166192915272816
4.0,0.0021282935342442,4,0.02237136465324385,13.47026857932057
8.0,0.0020136931131695,3,0.018281535648994516,13.256728172652393
19.0,0.0021815008726003,3,0.020714655618850338,13.878736968661311
9.0,0.0021282935342442,3,0.023157082207641837,13.5488264765081
21.0,0.0016361256544502,4,0.021045247281655556,14.77102238760702
3.0,0.0021634719397689,2,0.02437538086532602,14.333197191084563
16.0,0.0021998328127062,2,0.022132054592401328,13.85725117042584
38.0,0.0016361256544502,4,0.01723147616312464,13.870372726338251
30.0,0.0020451570680628,3,0.02073828287017835,13.880534898572453
20.0,0.0020612606670239,4,0.022714366837024418,14.61888787829334
20.0,0.0021998328127062,3,0.023108030040439053,14.040681652422997
39.0,0.0021998328127062,3,0.022614201718679332,13.909187586721298
22.0,0.0020293031373026,4,0.019447685725398674,14.71236522734916
20.0,0.0020612606670239,2,0.016246953696181968,14.2229064675417
18.0,0.0021282935342442,3,0.03215434083601286,12.662132637527378
37.0,0.0016361256544502,3,0.019193857965451054,13.03096931957492
37.0,0.0020293031373026,3,0.03506721215663355,14.675693476865248
16.0,0.0020136931131695,2,0.026954177897574122,12.30796114069462
34.0,0.0020136931131695,3,0.01693480101608806,13.117585983810669
26.0,0.0016361256544502,4,0.020607934054611025,13.92791738992359
37.0,0.0021815008726003,4,0.021261516654854713,13.69615591297666
28.0,0.0021815008726003,2,0.030211480362537763,12.430699096804554
11.0,0.0021457385632134,2,0.026064291920069507,13.852061363931432
8.0,0.0021282935342442,3,0.016454134101192924,13.68351626910453
9.0,0.0020612606670239,4,0.022212350066637052,14.77102238760702
21.0,0.0021815008726003,3,0.02097168822090178,14.006059840666856
16.0,0.0021282935342442,3,0.023603461841070025,13.533951037713177
22.0,0.0021457385632134,1,0.01638001638001638,13.353167114437596
16.0,0.0020451570680628,4,0.021953896816684963,13.795400703478654
6.0,0.0020136931131695,3,0.015600624024960999,12.743612252174534
30.0,0.0020293031373026,3,0.02518891687657431,14.368337065087928
13.0,0.0021815008726003,3,0.02103049421661409,13.497282676339822
29.0,0.0016361256544502,4,0.023990403838464614,14.468443892377582
10.0,0.0104279347496862,3,0.02583979328165375,12.888788104386968
22.0,0.0021815008726003,2,0.02134471718249733,13.83601000125132
34.0,0.0019983214100155,3,0.021378941742383754,14.083365107809987
11.0,0.0016361256544502,4,0.020822488287350338,14.041420678793424
20.0,0.0020136931131695,3,0.020060180541624874,14.02473610159545
4.0,0.0016361256544502,3,0.021920210434020166,14.351946616895043
12.0,0.0019983214100155,3,0.023378141437755698,14.77102238760702
5.0,0.0019983214100155,2,0.024570024570024572,14.67678190429248
0.0,0.0020136931131695,3,0.023108030040439053,13.45760485695468
20.0,0.0021457385632134,4,0.019833399444664817,14.396716170724748
5.0,0.0019983214100155,3,0.02365464222353637,14.75888908047883
36.0,0.0020612606670239,3,0.03506721215663355,14.77102238760702
37.0,0.0019983214100155,3,0.020294266869609334,14.051476351846466
19.0,0.0021634719397689,3,0.02437043054427295,13.96347183719426
10.0,0.0016361256544502,4,0.019860973187686193,14.372768138942677
13.0,0.0021457385632134,2,0.019755037534571317,14.194333905126005
1.0,0.0020136931131695,3,0.019926934573231483,13.660848914283884
34.0,0.0104279347496862,3,0.02126754572522331,13.515897594644528
20.0,0.0016361256544502,2,0.018148820326678767,13.106642448631462
20.0,0.0016361256544502,3,0.0217296827466319,14.112986513388329
40.0,0.0021998328127062,1,0.03115264797507788,11.95873245236177
21.0,0.0020136931131695,1,0.01733102253032929,13.380273119819128
17.0,0.0020136931131695,3,0.024829298572315334,13.269841559836475
39.0,0.0020293031373026,4,0.015360983102918589,13.710601051697532
13.0,0.0020612606670239,2,0.014064697609001408,13.877448199745531
33.0,0.0016361256544502,4,0.02015316404675534,13.69588883295418
16.0,0.0020451570680628,3,0.01721170395869191,13.144702002025555
2.0,0.0019983214100155,1,0.019595035924232528,13.88766655482462
24.0,0.0020612606670239,2,0.01665278934221482,14.278339132961648
17.0,0.0020136931131695,4,0.024081878386514148,13.484235990029571
14.0,0.0020451570680628,4,0.02437538086532602,13.989685689222416
30.0,0.0019983214100155,4,0.020822488287350338,14.74557874335171
13.0,0.0021634719397689,2,0.023378141437755698,14.077733273952711
9.0,0.0021457385632134,3,0.038797284190106696,13.672870377432826
29.0,0.0020451570680628,4,0.01960015680125441,14.087838100649709
34.0,0.0021282935342442,3,0.01850994909763998,13.498067316129433
28.0,0.0020136931131695,2,0.02126528442317916,13.27539514576928
33.0,0.0021998328127062,3,0.021152829190904283,13.765599465789718
25.0,0.0019983214100155,1,0.019342359767891684,14.335297310613162
14.0,0.0021282935342442,2,0.02059732234809475,12.738960107358649
3.0,0.0019983214100155,2,0.019792182088075212,14.299322166769173
3.0,0.0021998328127062,4,0.03115264797507788,13.333058568386123
16.0,0.0016361256544502,4,0.01665972511453561,14.324278666496754
13.0,0.0021634719397689,2,0.03322259136212624,13.24916165338763
0.0,0.0020136931131695,4,0.03506721215663355,13.96725004749289
32.0,0.0021634719397689,2,0.024142926122646065,14.306395276874184
0.0,0.0020293031373026,5,0.023068050749711647,14.77102238760702
34.0,0.0016361256544502,3,0.019398642095053348,13.41077168608273
7.0,0.0019983214100155,4,0.018340210912425492,14.46565211161316
16.0,0.0019983214100155,2,0.02775850104094379,13.87322270735328
18.0,0.0019983214100155,3,0.01665278934221482,13.834052587118814
4.0,0.0020451570680628,3,0.021969974368363236,14.031490108998428
26.0,0.0021634719397689,3,0.01985440105890139,14.29141238360074
9.0,0.0021815008726003,2,0.023378141437755698,13.49439716808694
22.0,0.0019983214100155,2,0.022212350066637052,14.77102238760702
11.0,0.0021815008726003,3,0.023245002324500233,14.108999239384818
14.0,0.0016361256544502,3,0.022446689113355782,13.4993069184898
12.0,0.0019983214100155,3,0.029325513196480937,13.570577581978432
18.0,0.0019983214100155,3,0.023520188161505293,14.77102238760702
16.0,0.0019983214100155,3,0.020533880903490762,14.683903487395812
27.0,0.0019983214100155,1,0.021231422505307854,13.404804741301
23.0,0.0021457385632134,3,0.019782393669634028,13.46247754556322
5.0,0.0016361256544502,2,0.0058445353594389245,13.062670696196314
20.0,0.0021457385632134,4,0.016515276630883566,13.98584977911432
39.0,0.0016361256544502,3,0.020607934054611025,14.005072506413722
15.0,0.0021457385632134,4,0.01966568338249754,14.445593330348062
11.0,0.0021282935342442,4,0.019221528111484865,13.773568144342224
2.0,0.0021457385632134,3,0.023980815347721823,14.005023693256
13.0,0.0020136931131695,3,0.017825311942959002,12.807808784755805
22.0,0.0016361256544502,2,0.019221528111484865,13.90591782903974
5.0,0.0020612606670239,2,0.02518891687657431,14.340669171914229
33.0,0.0020612606670239,2,0.020611473720371004,14.756355746544251
24.0,0.0021457385632134,2,0.01953760989905568,14.501616507135004
8.0,0.0020136931131695,2,0.020394289598912305,13.27218412516234
22.0,0.0020293031373026,4,0.019447685725398674,14.71236522734916
15.0,0.0020612606670239,3,0.01850994909763998,14.75984204722883
29.0,0.0019983214100155,3,0.01586042823156225,14.185720785266753
12.0,0.0021282935342442,2,0.020060180541624874,13.815495557851772
31.0,0.0016361256544502,3,0.011689070718877849,13.656927402548382
14.0,0.0020451570680628,4,0.023378141437755698,13.989685689222416
15.0,0.0019983214100155,4,0.01665278934221482,14.644901324824072
0.0,0.0104279347496862,3,0.02059732234809475,13.302163424529729
21.0,0.0019983214100155,3,0.012642225031605564,13.731091454492107
33.0,0.0021815008726003,3,0.0058445353594389245,13.085423421346096
21.0,0.0020612606670239,2,0.023501762632197415,14.018391808348566
31.0,0.0021634719397689,3,0.01723147616312464,14.091883168863054
12.0,0.0019983214100155,3,0.022701475595913737,13.737155425534288
19.0,0.0021998328127062,2,0.02220577350111029,13.316163799217955
9.0,0.0104279347496862,2,0.01842468908337172,13.21739169930863
20.0,0.0016361256544502,4,0.022411474675033616,14.231251356531684
34.0,0.0021815008726003,1,0.0243605359317905,12.803383257767663
22.0,0.0021634719397689,3,0.024142926122646065,14.46505740883606
30.0,0.0020451570680628,3,0.02437538086532602,13.698975618112186
3.0,0.0021282935342442,2,0.018501387604070305,13.086528924395113
20.0,0.0021815008726003,2,0.017740981667652277,13.8687403760788
22.0,0.0020293031373026,4,0.02402691013935608,14.76341661675944
38.0,0.0021282935342442,3,0.02379064234734338,13.395384501444925
19.0,0.0020451570680628,1,0.023501762632197415,12.984371767066277
7.0,0.0020451570680628,3,0.020294266869609334,14.025818483963674
17.0,0.0021998328127062,4,0.025619128949615714,13.572896174303851
26.0,0.0020612606670239,3,0.020898641588296758,14.77102238760702
19.0,0.0020293031373026,3,0.02012072434607646,14.254690222487818
12.0,0.0021634719397689,2,0.021253985122210415,13.68892981068389
16.0,0.0021282935342442,4,0.012033694344163659,12.900339199358037
17.0,0.0020293031373026,3,0.021635655560363478,14.633004960469895
21.0,0.0104279347496862,3,0.02157497303128371,13.449183467282502
20.0,0.0021634719397689,4,0.02039775624681285,14.454454424660431
8.0,0.0020451570680628,2,0.019149751053236307,14.09553866340006
31.0,0.0020293031373026,3,0.019447685725398674,14.70582849816838
3.0,0.0021282935342442,4,0.017079419299743808,13.55429383481931
7.0,0.0020136931131695,2,0.02313743637204998,13.572272711823045
39.0,0.0016361256544502,2,0.026631158455392812,12.98561538850487
29.0,0.0020612606670239,3,0.022962112514351322,14.322537174632291
11.0,0.0021998328127062,4,0.02182453077258839,14.212946854584583
6.0,0.0021457385632134,4,0.022820629849383843,14.366268949005136
8.0,0.0020136931131695,4,0.023030861354214647,13.747422277211728
2.0,0.0019983214100155,3,0.023752969121140142,13.48430701735632
32.0,0.0019983214100155,3,0.01833180568285976,14.4154019969158
22.0,0.0019983214100155,2,0.021413276231263385,13.834351939097632
24.0,0.0019983214100155,4,0.02370604504148558,14.77102238760702
23.0,0.0019983214100155,3,0.01985440105890139,13.88243903338456
7.0,0.0016361256544502,2,0.023428348301444746,14.126892799477712
26.0,0.0021815008726003,3,0.02365464222353637,13.556754077610064
24.0,0.0020451570680628,3,0.023752969121140142,12.77719342507992
24.0,0.0016361256544502,2,0.0211118930330753,13.784172613988256
37.0,0.0020451570680628,4,0.02007226013649137,14.28819932898802
21.0,0.0019983214100155,3,0.011689070718877849,13.865985017197804
8.0,0.0019983214100155,3,0.021253985122210415,13.98436179601024
24.0,0.0021815008726003,2,0.01784651992861392,13.366972486304888
2.0,0.0016361256544502,3,0.018596001859600187,14.05794758737236
40.0,0.0020451570680628,3,0.017226528854435832,13.391252462701743
13.0,0.0020293031373026,3,0.023378141437755698,14.492310345026665
10.0,0.0021815008726003,3,0.033585222502099076,13.623005323093803
12.0,0.0016361256544502,2,0.021567217828900073,14.03354105989166
4.0,0.0021457385632134,3,0.02073828287017835,14.331742143154168
27.0,0.0020612606670239,5,0.021542438604049977,14.77102238760702
34.0,0.0016361256544502,4,0.02126754572522331,14.198440308267172
27.0,0.0104279347496862,3,0.021041557075223566,13.271100573591506
31.0,0.0019983214100155,4,0.020999580008399833,14.77102238760702
24.0,0.0019983214100155,2,0.024937655860349125,13.664299220700691
14.0,0.0020612606670239,3,0.020790020790020788,13.890384236889728
7.0,0.0020293031373026,3,0.021969974368363236,14.77102238760702
32.0,0.0016361256544502,3,0.020294266869609334,13.952426715802543
20.0,0.0020451570680628,4,0.01503194287861706,14.34776395834387
16.0,0.0016361256544502,3,0.03322259136212624,13.125486495390303
8.0,0.0019983214100155,1,0.012484394506866418,13.196869555977637
16.0,0.0019983214100155,3,0.022714366837024418,14.27181769198702
3.0,0.0021998328127062,2,0.024260067928190198,13.73167993519012
33.0,0.0104279347496862,3,0.022213994816734542,13.48228424761987
14.0,0.0019983214100155,1,0.02237136465324385,14.599452740236336
1.0,0.0021634719397689,3,0.025284450063211127,13.861886381385789
5.0,0.0016361256544502,4,0.016729401923881223,14.371193479451907
11.0,0.0021815008726003,3,0.019912385503783353,14.255758984433143
35.0,0.0021815008726003,2,0.015735641227380016,12.85512163736832
9.0,0.0021282935342442,3,0.019029495718363463,13.46669748550826
7.0,0.0019983214100155,2,0.018596001859600187,14.77102238760702
39.0,0.0020451570680628,4,0.017953321364452424,13.626768433367396
2.0,0.0021282935342442,5,0.019986675549633577,13.766051370048356
31.0,0.0021998328127062,3,0.020387359836901122,13.111866477209349
5.0,0.0020451570680628,2,0.019986675549633577,13.694196796625182
10.0,0.0016361256544502,3,0.021609940572663425,14.073490610419338
27.0,0.0020451570680628,3,0.02518891687657431,13.7661438276125
3.0,0.0021815008726003,4,0.021965952773201538,14.00970386582747
27.0,0.0021815008726003,2,0.018484288354898334,12.714819109340327
39.0,0.0021457385632134,3,0.024937655860349125,12.8057988605961
7.0,0.0104279347496862,4,0.022411474675033616,13.93359043844676
18.0,0.0019983214100155,4,0.034453057708871665,13.901510256713337
20.0,0.0020136931131695,3,0.019096117122851686,13.251769271851668
20.0,0.0016361256544502,4,0.0211118930330753,14.241759511163352
11.0,0.0104279347496862,3,0.013679890560875515,13.16693513277574
20.0,0.0020293031373026,4,0.050568900126422255,14.31748331044798
24.0,0.0021998328127062,3,0.01297016861219196,12.920078268366469
24.0,0.0021815008726003,3,0.021231422505307854,13.086427343779924
16.0,0.0020136931131695,2,0.024968789013732836,12.566683334254554
3.0,0.0020612606670239,2,0.01586042823156225,14.181343935129584
23.0,0.0020136931131695,3,0.017953321364452424,13.38197153961656
5.0,0.0021815008726003,3,0.019502681618722574,13.861391733220463
32.0,0.0020612606670239,2,0.017533606078316773,14.50637112621779
18.0,0.0104279347496862,1,0.02220988339811216,13.109488855268197
20.0,0.0020136931131695,3,0.01931434089811685,13.673262427583367
38.0,0.0020612606670239,2,0.01737619461337967,14.099650614878747
0.0,0.0021815008726003,2,0.016246953696181968,13.362036755259776
38.0,0.0016361256544502,2,0.019598236158745713,13.632545193970932
11.0,0.0021815008726003,3,0.022710068130204392,13.51746160124633
37.0,0.0021815008726003,3,0.020470829068577275,13.802436463237
16.0,0.0020451570680628,3,0.02067539627842867,13.68440137228367
29.0,0.0021815008726003,3,0.020387359836901122,13.343463241812357
18.0,0.0021815008726003,3,0.019694731659281144,13.557457188223564
28.0,0.0019983214100155,2,0.02699055330634278,13.927043882575331
30.0,0.0021282935342442,4,0.01972386587771203,13.669848745532924
37.0,0.0104279347496862,2,0.02067539627842867,13.03860561077032
20.0,0.0016361256544502,5,0.02313743637204998,14.27584004321374
4.0,0.0021457385632134,3,0.022213994816734542,14.39261144385974
30.0,0.0021815008726003,3,0.01784651992861392,13.759827643275166
15.0,0.0016361256544502,3,0.017226528854435832,14.729682647099034
25.0,0.0021282935342442,3,0.02365464222353637,13.393190194787952
10.0,0.0019983214100155,4,0.013600816048962936,14.77102238760702
36.0,0.0021282935342442,3,0.020294266869609334,13.712860809299892
38.0,0.0019983214100155,2,0.021731256791017745,14.420407776623064
7.0,0.0016361256544502,2,0.030211480362537763,12.969857677189262
20.0,0.0020293031373026,3,0.02437538086532602,14.531448543824997
31.0,0.0020136931131695,3,0.019411193788417987,13.914447788424182
24.0,0.0021634719397689,4,0.024174053182917002,14.235115886932562
38.0,0.0021634719397689,4,0.020366598778004074,13.94195111996516
15.0,0.0016361256544502,3,0.021119324181626185,13.844098014816186
27.0,0.0020612606670239,2,0.023428348301444746,14.77102238760702
35.0,0.0016361256544502,5,0.022883295194508012,14.134687663747894
27.0,0.0020136931131695,1,0.017528483786152498,12.794311985737142
16.0,0.0020451570680628,4,0.023990403838464614,14.326542160515178
2.0,0.0016361256544502,4,0.023068050749711647,14.39327382267706
12.0,0.0021457385632134,3,0.022632968691059976,14.542160694104364
4.0,0.0021457385632134,3,0.02073828287017835,14.331742143154168
7.0,0.0019983214100155,2,0.02149767108563239,14.77102238760702
13.0,0.0020451570680628,3,0.020818875780707843,13.873951149463023
22.0,0.0019983214100155,3,0.03322259136212624,13.60741201085488
0.0,0.0020293031373026,2,0.023378141437755698,14.4013397527156
28.0,0.0021634719397689,4,0.01850709438618137,14.472218832555024
34.0,0.0020293031373026,2,0.0211118930330753,14.2852641559548
40.0,0.0020451570680628,3,0.01960015680125441,14.100529336996557
12.0,0.0021998328127062,4,0.01693480101608806,13.768477648917278
31.0,0.0104279347496862,3,0.01912960306073649,13.436506741313906
10.0,0.0021998328127062,4,0.01999333555481506,14.324559404195508
14.0,0.0020451570680628,3,0.012330456226880395,13.03931649504678
25.0,0.0021634719397689,2,0.02365464222353637,14.2327401918625
34.0,0.0020136931131695,4,0.01842468908337172,13.557266892157264
7.0,0.0021457385632134,2,0.019029495718363463,13.624521950560728
18.0,0.0019983214100155,3,0.021193924408336274,14.768808400935312
3.0,0.0021634719397689,4,0.01665278934221482,14.350920886059724
32.0,0.0021634719397689,2,0.02246349681767128,14.5268325710929
35.0,0.0019983214100155,1,0.026954177897574122,12.914583695089732
36.0,0.0019983214100155,3,0.021920210434020166,14.77102238760702
30.0,0.0020612606670239,3,0.020191822311963654,14.722231646514569
14.0,0.0021634719397689,3,0.02184598580010923,14.23724198262635
34.0,0.0016361256544502,2,0.03506721215663355,14.09359143610763
16.0,0.0020612606670239,3,0.022411474675033616,14.77102238760702
30.0,0.0016361256544502,4,0.020898641588296758,14.77102238760702
31.0,0.0016361256544502,4,0.022050716648291068,14.197220397371323
